Uso_solo_1,Uso_solo_2,Municipio_1,Municipio_2,Area_m2_1,Area_m2_2,Fid_1,Last_last,Cn_mancha_1,Cn_mancha_2,Altitude_mancha_1,Altitude_mancha_2,Dif_altitude,Comprimento,Dif_cn,Valoracao
Agricultura Anual,Floresta Nativa,Mariluz,Mariluz,102600000,"267653,44",364078,363460,82,55,"378,4341431","331,0721311","47,36201192","95,02143689",27,"121510,9735"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"155646,97","31236,55",363676,363462,69,55,"302,0533333","292,9130435","9,140289855","161,5942053",14,"20678,25025"
Agricultura Anual,Floresta Nativa,Mariluz,Mariluz,102600000,"31236,55",364078,363462,82,55,"378,4341431","292,9130435","85,52109959","637,2101221",27,"1471362,578"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"2681078,17","32301,33",363674,363463,69,30,"309,9614809","319,5789474","9,617466441","1560,6031",-39,"-585352,8698"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"2681078,17","17592,4",363674,363464,69,55,"309,9614809","291,5428571","18,41862378","1019,528147",14,"262896,2752"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"3229176,26","12736,44",363762,363465,52,30,"338,1424958","338,8","0,657504216","238,0346127",-22,"-3443,192751"
Várzea,Floresta Nativa,Mariluz,Mariluz,"85579,24","12736,44",363956,363465,20,30,"349,0208333","338,8","10,22083333","330,7814705",-10,"-33808,6228"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"9323563,05","40283,65",363753,363469,79,70,"366,708279","385,3018868","18,59360774","1298,202191",-9,"-217244,3609"
Plantios Florestais,Floresta Nativa,Mariluz,Mariluz,"44936,58","118357,27",363877,363470,36,30,"389,5294118","394,6641791","5,134767339","505,4303057",-6,"-15571,60216"
Agricultura Anual,Floresta Nativa,Mariluz,Mariluz,"13639763,23","118357,27",364074,363470,74,30,"401,4221704","394,6641791","6,757991318","2911,628701",44,"865777,5054"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"376670,65","118357,27",363769,363470,52,30,"415,3806818","394,6641791","20,71650271","768,7363794",22,"350361,6444"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"3229176,26","20704,37",363762,363471,52,30,"338,1424958","327,7058824","10,43661343","1056,165996",22,"242501,5167"
Agricultura Anual,Floresta Nativa,Mariluz,Mariluz,102600000,"20704,37",364078,363471,82,30,"378,4341431","327,7058824","50,72826071","54,63740918",52,"144126,3584"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"69160,96","18957,21",363776,363473,52,30,"344,18",345,"0,82","195,1065621",-22,"-3519,722379"
Várzea,Floresta Nativa,Mariluz,Mariluz,"68054,46","18957,21",363968,363473,20,30,"346,8659794",345,"1,865979381","489,6325269",-10,"-9136,441995"
Agricultura Anual,Floresta Nativa,Mariluz,Mariluz,102600000,"18957,21",364078,363473,82,30,"378,4341431",345,"33,43414307","161,4857911",52,"280755,2302"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"2221091,57","25738,52",363763,363474,52,30,"383,6579464","365,2564103","18,40153611","1008,940537",22,"408453,2261"
Várzea,Floresta Nativa,Mariluz,Mariluz,"211643,41","21969,67",363969,363475,20,30,"355,32","362,5454545","7,225454545","344,7391153",10,"24908,96807"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"36595,09","21969,67",363701,363475,52,30,"369,8958333","362,5454545","7,350378788","374,2195138",22,"60514,41388"
Agricultura Anual,Floresta Nativa,Mariluz,Mariluz,"13639763,23","21969,67",364074,363475,74,30,"401,4221704","362,5454545","38,87671588","197,6864371",44,"338157,5757"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"3229176,26","25769,18",363762,363477,52,30,"338,1424958","357,3870968","19,24460099","679,2739376",-22,"-287591,8296"
Plantios Florestais,Floresta Nativa,Mariluz,Mariluz,"26442,57","28909,59",363883,363478,36,30,"360,9791667","368,5434783","7,564311594","107,2045102",-6,"-4865,569915"
Floresta Nativa,Floresta Nativa,Mariluz,Mariluz,"28624,09","28909,59",363959,363478,55,30,360,"368,5434783","8,543478261","34,53175309",-25,"-7375,532046"
Agricultura Anual,Floresta Nativa,Mariluz,Mariluz,102600000,"28909,59",364078,363478,82,30,"378,4341431","368,5434783","9,890664807","99,52785213",52,"51188,62447"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"1360998,94","28909,59",363767,363478,69,30,"403,5441441","368,5434783","35,00066588","1164,951359",39,"1590188,858"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"2276400,1","45928,69",363765,363479,69,55,"375,9993046","385,3414634","9,342158825","633,5867795",-14,"-82866,95653"
Agricultura Anual,Floresta Nativa,Mariluz,Mariluz,102600000,"5237978,98",364078,363482,82,70,"378,4341431","393,9911571","15,55701408","9159,116953",-12,"-1709862,137"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"2221091,57","46063,2",363763,363483,52,30,"383,6579464","405,1521739","21,49422754","344,4816465",-22,"-162896,0717"
Agricultura Anual,Floresta Nativa,Mariluz,Mariluz,102600000,"46063,2",364078,363483,82,30,"378,4341431","405,1521739","26,71803085","1034,647432",-52,"-1437474,584"
Várzea,Floresta Nativa,Mariluz,Mariluz,"1132871,09","147435,99",363984,363485,20,70,"366,037422","396,8780488","30,84062674","204,6512111",50,"315578,5806"
Várzea,Floresta Nativa,Mariluz,Mariluz,"1132871,09",21473,363984,363486,20,55,"366,037422","378,7428571","12,70543511","98,66061407",35,"43873,41103"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"503551,92","17669,13",363746,363487,79,30,"413,3747368","408,1176471","5,257089783","325,6123612",49,"83876,89744"
Agricultura Anual,Floresta Nativa,Mariluz,Mariluz,102600000,"17669,13",364078,363487,82,30,"378,4341431","408,1176471","29,68350399","268,8116376",-52,"-414922,1085"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"503551,92","24920,17",363746,363488,79,30,"413,3747368","415,5517241","2,176987296","447,4645211",-49,"-47732,10431"
Agricultura Anual,Floresta Nativa,Mariluz,Mariluz,102600000,"24920,17",364078,363488,82,30,"378,4341431","415,5517241","37,11758107","317,665741",-52,"-613131,1626"
Agricultura Anual,Floresta Nativa,Mariluz,Mariluz,102600000,"18833,21",364078,363491,82,70,"378,4341431","413,6666667","35,2325236","536,4533808",-12,"-226807,2768"
Agricultura Anual,Floresta Nativa,Mariluz,Mariluz,102600000,"45972,2",364078,363492,82,70,"378,4341431","419,2321429","40,79799979","1437,005716",12,"703523,5068"
Várzea,Floresta Nativa,Mariluz,Mariluz,"1132871,09","17629,48",363984,363495,20,70,"366,037422","374,7837838","8,746361747","397,805221",50,"173967,4184"
Agricultura Anual,Floresta Nativa,Mariluz,Mariluz,102600000,"20537,93",364078,363496,82,70,"378,4341431","416,0714286","37,6372855","603,8339116",-12,"-272720,0319"
Agricultura Anual,Floresta Nativa,Mariluz,Mariluz,102600000,"48043,75",364078,363497,82,70,"378,4341431","426,66","48,22585693","899,8588244",-12,"-520757,5551"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"1302898,08","127051,9",363851,363498,79,70,"364,2582305","371,6161616","7,357931163","1292,987614",-9,"-85623,42472"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"864068,03","101991,32",363854,363499,79,70,"403,0137845","400,259542","2,754242476","1048,471329",9,"25989,69842"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"34663,88","101991,32",363728,363499,79,70,"406,7540984","400,259542","6,494556376","748,1638041",9,"43730,92804"
Agricultura Anual,Floresta Nativa,Mariluz,Mariluz,102600000,"101991,32",364078,363499,82,70,"378,4341431","400,259542","21,82539892","893,7112287",-12,"-234067,249"
Várzea,Floresta Nativa,Mariluz,Mariluz,"283856,53","101991,32",364053,363499,20,70,"374,5552326","400,259542","25,70430943","25,67174132",50,"32993,71913"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"23676,32","101991,32",363727,363499,79,70,"371,9791667","400,259542","28,28037532","416,0540103",-9,"-105895,4721"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"16608,39","15483,4",363850,363501,79,70,"419,8571429","430,4166667","10,55952381","92,66986114",-9,"-8806,946446"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"864068,03","15483,4",363854,363501,79,70,"403,0137845","430,4166667","27,40288221","178,6390439",-9,"-44057,0221"
Agricultura Anual,Floresta Nativa,Mariluz,Mariluz,102600000,"15483,4",364078,363501,82,70,"378,4341431","430,4166667","51,9825236","141,0503915",-12,"-87985,86366"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"209631,32","12012,84",363853,363502,79,70,"391,7429719","379,952381","11,79059094","296,0096033",9,"31411,15331"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"72097,02","22653,16",363855,363503,79,70,"390,3714286","392,1764706","1,805042017","376,73242",-9,"-6120,160625"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"1234696,79","22653,16",363856,363503,79,70,"399,5096831","392,1764706","7,333212511","498,192556",9,"32880,16696"
Várzea,Floresta Nativa,Mariluz,Mariluz,"283856,53","22653,16",364053,363503,20,70,"374,5552326","392,1764706","17,62123803","13,09088789",50,"11533,88258"
Agricultura Anual,Floresta Nativa,Mariluz,Mariluz,"27140,79","22653,16",364077,363503,82,70,"417,5","392,1764706","25,32352941","123,6020336",12,"37560,47679"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"1234696,79","42821,12",363856,363504,79,70,"399,5096831","389,6363636","9,873319463","1521,448084",9,"135195,6868"
Várzea,Floresta Nativa,Mariluz,Mariluz,"1132871,09","42821,12",363984,363504,20,70,"366,037422","389,6363636","23,5989416","328,0118782",50,"387036,6578"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"209631,32","118588,65",363853,363505,79,70,"391,7429719","394,6241611","2,881189186","537,5977046",-9,"-13940,28624"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"2438303,33","118588,65",363860,363505,79,70,"420,997619","394,6241611","26,37345797","605,6352316",9,"143754,258"
Agricultura Anual,Floresta Nativa,Mariluz,Mariluz,102600000,"104776,83",364078,363506,82,70,"378,4341431","389,4830508","11,04890778","1600,362444",-12,"-212187,0846"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"16608,39","32996,35",363850,363507,79,70,"419,8571429","413,3414634","6,515679442","240,3241181",9,"14092,87424"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"67779,52","32996,35",363861,363507,79,70,"406,3146067","413,3414634","7,026856673","264,0245742",-9,"-16697,36557"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"864068,03","32996,35",363854,363507,79,70,"403,0137845","413,3414634","10,32767895","254,3982572",-9,"-23646,09175"
Várzea,Floresta Nativa,Mariluz,Mariluz,"71290,63","32996,35",363986,363507,20,70,"387,7981651","413,3414634","25,54329828","134,2735679",50,"171489,4898"
Agricultura Anual,Floresta Nativa,Mariluz,Mariluz,102600000,"32996,35",364078,363507,82,70,"378,4341431","413,3414634","34,90732035","91,3031227",-12,"-38245,76823"
Plantios Florestais,Floresta Nativa,Mariluz,Mariluz,"12584,04",26148,363922,363508,73,70,"403,40625","405,0909091","1,684659091","423,8625226",-3,"-2142,191556"
Plantios Florestais,Floresta Nativa,Mariluz,Mariluz,"13121,15",26148,363921,363508,73,70,"393,6296296","405,0909091","11,46127946","59,25030233",-3,"-2037,252819"
Várzea,Floresta Nativa,Mariluz,Mariluz,"71290,63",26148,363986,363508,20,70,"387,7981651","405,0909091","17,29274395","32,24898532",50,"27883,67229"
Agricultura Anual,Floresta Nativa,Mariluz,Mariluz,102600000,26148,364078,363508,82,70,"378,4341431","405,0909091","26,65676602","235,9824333",-12,"-75486,34213"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"863049,23","386550,92",363870,363509,79,70,"374,8649386","372,6155462","2,24939239","1684,176591",9,"34095,36606"
Agricultura Anual,Floresta Nativa,Mariluz,Mariluz,102600000,"386550,92",364078,363509,82,70,"378,4341431","372,6155462","5,81859685","5867,767503",12,"409706,0821"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"449620,64","386550,92",363857,363509,79,70,"404,9722222","372,6155462","32,356676","1057,228554",9,"307875,6161"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"12150,93","386550,92",363859,363509,79,70,"406,2962963","372,6155462","33,68075008","339,3323747",9,"102860,7202"
Várzea,Floresta Nativa,Mariluz,Mariluz,"450904,4","386550,92",363999,363509,20,70,"336,2510288","372,6155462","36,36451741","122,8271776",50,"223327,5518"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"2438303,33","89550,02",363860,363510,79,70,"420,997619","416,7698413","4,227777778","2626,555876",9,"99940,45109"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"114505,58","36088,4",363847,363511,79,70,"334,2269504","349,9215686","15,69461827","1258,590565",-9,"-177777,8864"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"780930,85","30229,68",363865,363513,79,70,"413,1603175","394,1590909","19,00122655","1386,234939",9,"237061,4772"
Várzea,Floresta Nativa,Mariluz,Mariluz,"283856,53","30229,68",364053,363513,20,70,"374,5552326","394,1590909","19,60385835","163,596986",50,"160356,607"
Várzea,Floresta Nativa,Mariluz,Mariluz,"249492,72","26538,84",363983,363515,20,55,"324,191358",321,"3,191358025","1031,617943",-35,"-115229,177"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"780930,85","27182,13",363865,363516,79,70,"413,1603175","395,7428571","17,41746032","146,1672469",9,"22912,76001"
Várzea,Floresta Nativa,Mariluz,Mariluz,"283856,53","27182,13",364053,363516,20,70,"374,5552326","395,7428571","21,18762458","66,07592404",50,"69999,59363"
Várzea,Floresta Nativa,Mariluz,Mariluz,"249492,72","10392,5",363983,363518,20,55,"324,191358","324,9166667","0,725308642","373,871739",35,"9491,034115"
Várzea,Floresta Nativa,Mariluz,Mariluz,"1132871,09","50440,98",363984,363520,20,70,"366,037422","375,9","9,862577963","800,3290159",50,"394665,3658"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"12150,2","50440,98",363721,363520,79,70,"386,0526316","375,9","10,15263158","49,31775629",9,"4506,345089"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"26026,15","139718,17",363735,363521,79,70,"391,6792453","396,0125","4,333254717","851,2481928",-9,"-33198,07722"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"16173,73","139718,17",363730,363521,79,70,"381,0294118","396,0125","14,98308824","640,3026706",-9,"-86343,40269"
Várzea,Floresta Nativa,Mariluz,Mariluz,"1132871,09","139718,17",363984,363521,20,70,"366,037422","396,0125","29,97507796","562,284736",50,"842726,44"
Agricultura Anual,Floresta Nativa,Mariluz,Mariluz,102600000,"1000604,2",364078,363522,82,70,"378,4341431","367,8851149","10,54902818","9868,921629",12,"1249290,389"
Agricultura Anual,Floresta Nativa,Mariluz,Mariluz,102600000,"198483,39",364078,363523,82,70,"378,4341431","391,0617284","12,62758533","2190,933174",-12,"-331994,3473"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"2376342,34","198483,39",363742,363523,79,70,"412,4854749","391,0617284","21,42374647","1793,915184",9,"345891,4568"
Várzea,Floresta Nativa,Mariluz,Mariluz,"1132871,09","198483,39",363984,363523,20,70,"366,037422","391,0617284","25,02430636","321,6006917",50,"402391,7117"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"563707,46","10333,14",363720,363524,69,55,"317,7302905",317,"0,730290456","406,5022023",14,"4156,105501"
Várzea,Floresta Nativa,Mariluz,Mariluz,"1132871,09","52990,74",363984,363525,20,70,"366,037422","372,5054945","6,468072468","974,1369454",50,"315039,4178"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"416890,87","52990,74",363743,363525,79,70,"384,3673913","372,5054945","11,8618968","1576,372155",9,"168288,8744"
Agricultura Anual,Floresta Nativa,Mariluz,Mariluz,102600000,"37821,79",364078,363526,82,70,"378,4341431","427,8867925","49,45264939","1359,563233",-12,"-806808,0463"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"563707,46",11447,363720,363528,69,55,"317,7302905","316,5","1,230290456","96,41370158",14,"1660,635996"
Agricultura Anual,Floresta Nativa,Mariluz,Mariluz,102600000,11447,364078,363528,82,55,"378,4341431","316,5","61,93414307","367,8458288",27,"615119,8371"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"503551,92",34106,363746,363529,79,30,"413,3747368",423,"9,625263158","519,0963113",-49,"-244825,4914"
Agricultura Anual,Floresta Nativa,Mariluz,Mariluz,102600000,34106,364078,363529,82,30,"378,4341431",423,"44,56585693","315,631017",-52,"-731451,0709"
Várzea,Floresta Nativa,Mariluz,Mariluz,"1132871,09","11458,35",363984,363531,20,70,"366,037422","371,6086957","5,571273615","211,466651",50,"58906,92867"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"15216,87","71900,4",363723,363532,79,70,"400,4516129","391,2121212","9,239491691","424,8696981",9,"35330,2204"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"46388,04","71900,4",363724,363532,79,70,"402,9857143","391,2121212","11,77359307","934,7019959",9,"99043,20851"
Agricultura Anual,Floresta Nativa,Mariluz,Mariluz,102600000,"71900,4",364078,363532,82,70,"378,4341431","391,2121212","12,77797814","457,3499687",-12,"-70128,09484"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"33957,05","71900,4",363722,363532,79,70,"377,5714286","391,2121212","13,64069264","531,7784417",-9,"-65284,43648"
Várzea,Floresta Nativa,Mariluz,Mariluz,"283856,53","71900,4",364053,363532,20,70,"374,5552326","391,2121212","16,65688865","340,3503353",50,"283458,8819"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"23676,32","71900,4",363727,363532,79,70,"371,9791667","391,2121212","19,23295454","365,3119703",-9,"-63234,25667"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"192102,3","175594,4",363745,363533,79,70,"401,4676617","400,7009804","0,7666813","628,8478673",9,"4339,133104"
Várzea,Floresta Nativa,Mariluz,Mariluz,"72627,1","175594,4",363988,363533,20,70,"394,0779221","400,7009804","6,623058314","192,7568366",50,"63831,98847"
Plantios Florestais,Floresta Nativa,Mariluz,Mariluz,"34480,39","175594,4",363918,363533,73,70,"408,2407407","400,7009804","7,539760349","286,5072712",3,"6480,588489"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"2376342,34","175594,4",363742,363533,79,70,"412,4854749","400,7009804","11,78449447","1153,214806",9,"122310,4815"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"84905,31","175594,4",363726,363533,79,70,"418,959596","400,7009804","18,25861557","165,834623",9,"27251,19566"
Agricultura Anual,Floresta Nativa,Mariluz,Mariluz,102600000,"175594,4",364078,363533,82,70,"378,4341431","400,7009804","22,26683732","2322,492056",-12,"-620574,6336"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"28329,37","701266,62",363849,363534,52,70,"361,6190476","362,5127551","0,893707483","502,9319163",18,"8090,532307"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"144508,53","701266,62",363862,363534,79,70,"367,5789474","362,5127551","5,066192266","220,7111679",9,"10063,4869"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"17560,35","701266,62",363848,363534,52,70,"355,2758621","362,5127551","7,236893033","322,9941545",18,"42074,53463"
Agricultura Anual,Floresta Nativa,Mariluz,Mariluz,102600000,"701266,62",364078,363534,82,70,"378,4341431","362,5127551","15,92138797","8800,078342",12,"1681313,537"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"120678,68","701266,62",363866,363534,79,70,"385,7122302","362,5127551","23,19947511","190,5506067",9,"39786,06652"
Várzea,Floresta Nativa,Mariluz,Mariluz,"249492,72","701266,62",363983,363534,20,70,"324,191358","362,5127551","38,32139708","554,6248539",50,"1062699,963"
Várzea,Floresta Nativa,Mariluz,Mariluz,"203726,19","27801,58",363973,363535,20,70,"366,6708861","367,6410256","0,970139565","805,8887794",50,"39091,2295"
Plantios Florestais,Floresta Nativa,Mariluz,Mariluz,"40239,14","27801,58",363891,363535,73,70,"370,5764706","367,6410256","2,935444947","212,3471682",3,"1870,000265"
Várzea,Floresta Nativa,Mariluz,Mariluz,"114347,57","225307,23",363975,363537,20,70,"370,620915","362,9794521","7,641462978","1608,176054",-50,"-614440,889"
Agricultura Anual,Floresta Nativa,Mariluz,Mariluz,102600000,"225307,23",364078,363537,82,70,"378,4341431","362,9794521","15,45469101","2858,7933",12,"530181,2055"
Várzea,Floresta Nativa,Mariluz,Mariluz,"68054,46","225307,23",363968,363537,20,70,"346,8659794","362,9794521","16,11347267","634,2575449",50,"511004,5809"
Várzea,Floresta Nativa,Mariluz,Mariluz,"110650,84","225307,23",363976,363537,20,70,"384,9013158","362,9794521","21,92186373","641,6258487",-50,"-703281,7212"
Agricultura Anual,Floresta Nativa,Mariluz,Mariluz,"13639763,23","903045,83",364074,363538,74,70,"401,4221704","368,2514286","33,17074185","819,6324106",4,"108751,2604"
Agricultura Anual,Floresta Nativa,Mariluz,Mariluz,102600000,"4741979,16",364078,363539,82,70,"378,4341431","369,3089872","9,125155829","15418,25181",12,"1688327,405"
Agricultura Anual,Floresta Nativa,Mariluz,Mariluz,"28001,66","21021,7",364057,363540,60,30,"397,9333333","395,04","2,893333333","87,82492082",30,"7623,203126"
Agricultura Anual,Floresta Nativa,Mariluz,Mariluz,"36472,82","21021,7",364056,363540,60,30,"380,1041667","395,04","14,93583333","97,82866498",-30,"-43834,57906"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"97832,2","21021,7",363710,363540,52,30,"378,1188119","395,04","16,92118812","81,89208773",-22,"-30485,65128"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"9323563,05","10681,93",363753,363542,79,70,"366,708279","364,85","1,858279048","810,1402555",9,"13549,19996"
Plantios Florestais,Floresta Nativa,Mariluz,Mariluz,"23500,52","90720,47",363900,363543,36,30,"391,9333333","388,2808989","3,652434457","254,2508668",6,"5571,80776"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"33457,15","90720,47",363712,363543,52,30,381,"388,2808989","7,280898876","778,9392922",-22,"-124770,3208"
Várzea,Floresta Nativa,Mariluz,Mariluz,"85598,92","90720,47",363993,363543,20,30,"406,6105263","388,2808989","18,32962744","217,4348984",-10,"-39855,0068"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"431356,95","90720,47",363750,363543,52,30,"411,9472362","388,2808989","23,6663373","810,5811412",22,"422036,7074"
Plantios Florestais,Floresta Nativa,Mariluz,Mariluz,"30966,52","45701,41",363910,363544,36,30,"425,6585366","424,75","0,908536585","404,0391975",6,"2202,506356"
Agricultura Anual,Floresta Nativa,Mariluz,Mariluz,"35985,19","45701,41",364061,363544,60,30,"433,7105263","424,75","8,960526316","222,0325529",30,"59685,856"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"431356,95","45701,41",363750,363544,52,30,"411,9472362","424,75","12,80276382","353,7768132",-22,"-99645,06163"
Agricultura Anual,Floresta Nativa,Mariluz,Mariluz,"24714,2","45701,41",364059,363544,60,30,"403,9615385","424,75","20,78846154","137,028973",-30,"-85458,64603"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"51744,08","45027,01",363752,363545,52,30,"417,7678571","416,6888889","1,078968254","209,3734439",22,"4969,960581"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"1391411,1","34368,56",363751,363546,69,55,"378,6854991","365,6136364","13,07186269","1384,223962",14,"253321,398"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"16376,86","51727,81",363755,363547,52,30,"362,84","366,2","3,36","107,3334988",-22,"-7934,092231"
Agricultura Anual,Floresta Nativa,Mariluz,Mariluz,102600000,"51727,81",364078,363547,82,30,"378,4341431","366,2","12,23414307","1093,184082",52,"695456,8638"
Várzea,Floresta Nativa,Mariluz,Mariluz,"129159,55","51727,81",363995,363547,20,30,"378,8594595","366,2","12,65945946","241,5274291",-10,"-30576,06697"
Plantios Florestais,Floresta Nativa,Mariluz,Mariluz,"24079,5","24415,42",363911,363548,60,55,"380,4848485","377,4857143","2,999134199","400,1384473",5,"6000,344508"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"1656627,3","24415,42",363758,363548,79,55,"394,5881041","377,4857143","17,1023898","780,2167517",24,"320245,7044"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"155666,79","69052,86",363760,363550,79,70,"370,2270742","373,9803922","3,753317921","1179,403238",-9,"-39840,07778"
Agricultura Anual,Floresta Nativa,Mariluz,Mariluz,102600000,"69052,86",364078,363550,82,70,"378,4341431","373,9803922","4,453750911","471,5949586",12,"25204,39772"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"23270,29","69052,86",363719,363550,79,70,384,"373,9803922","10,01960784","782,3636853",9,"70550,79586"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"40291,75","99897,53",363756,363551,69,55,"376,0212766","379,3813559","3,360079336","97,38838664",-14,"-4581,257877"
Várzea,Floresta Nativa,Mariluz,Mariluz,"1132871,09","99897,53",363984,363551,20,55,"366,037422","379,3813559","13,34393389","633,7937987",35,"296005,5893"
Várzea,Floresta Nativa,Mariluz,Mariluz,"129159,55","31631,44",363995,363553,20,30,"378,8594595","376,7608696","2,098589894","1289,445722",-10,"-27060,17762"
Agricultura Anual,Floresta Nativa,Mariluz,Mariluz,102600000,"32968,46",364078,363557,82,70,"378,4341431","374,6666667","3,767476401","51,72318453",12,"2338,390525"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"9323563,05","32968,46",363753,363557,79,70,"366,708279","374,6666667","7,958387619","1491,823317",-9,"-106852,5739"
Várzea,Floresta Nativa,Mariluz,Mariluz,"110650,84","12055,29",363976,363558,20,30,"384,9013158","386,4242424","1,522926635","920,1999411",10,"14013,97"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"9323563,05","12262,36",363753,363559,79,70,"366,708279","359,9166667","6,791612381","582,2901711",9,"35592,20222"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"9323563,05","16690,65",363753,363561,79,70,"366,708279","356,96","9,748279048","1018,655032",9,"89371,20155"
Agricultura Anual,Floresta Nativa,Mariluz,Mariluz,102600000,"11137,19",364078,363562,82,70,"378,4341431","373,0357143","5,398428782","135,8626025",12,"8801,335002"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"9323563,05","11137,19",363753,363562,79,70,"366,708279","373,0357143","6,327435238","525,2397169",-9,"-29910,78264"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"51744,08","10228,75",363752,363563,52,30,"417,7678571","418,0769231","0,309065934","262,5825369",-22,"-1785,416975"
Floresta Nativa,Floresta Nativa,Mariluz,Mariluz,"1058200,67","88469,07",363379,363570,70,55,"337,335206","317,8688525","19,46635353","53,77896188",15,"15703,20427"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"30088,41","46436,21",363801,363572,79,70,"368,25","362,6825397","5,567460317","772,0582269",9,"38685,63187"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"186535,83","46436,21",363804,363572,79,70,"356,5088968","362,6825397","6,173642886","368,9168983",-9,"-20498,05066"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"186535,83","34469,7",363804,363573,79,70,"356,5088968","364,5957447","8,086847884","819,1829443",-9,"-59621,47074"
