Uso_solo_1,Uso_solo_2,Municipio_1,Municipio_2,Area_m2_1,Area_m2_2,Fid_1,Last_last,Cn_mancha_1,Cn_mancha_2,Altitude_mancha_1,Altitude_mancha_2,Dif_altitude,Comprimento,Dif_cn,Valoracao
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"81248,69","68004,2",363805,363574,79,70,"346,6078431","361,6976744","15,08983128","193,4508542",-9,"-26272,26676"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"730350,06","68004,2",363799,363574,79,70,"377,98","361,6976744","16,28232558","1112,353304",9,"163005,2879"
Várzea,Floresta Nativa,Mariluz,Mariluz,"68941,44","68004,2",364043,363574,20,70,"335,9130435","361,6976744","25,78463094","90,01232931",50,"116046,7346"
Várzea,Floresta Nativa,Mariluz,Mariluz,"450904,4","19085,59",363999,363575,20,70,"336,2510288","331,6451613","4,605867517","420,8082285",-50,"-96909,34753"
Várzea,Floresta Nativa,Mariluz,Mariluz,"450904,4","131040,54",363999,363577,20,70,"336,2510288","351,2810458","15,03001695","903,7630139",50,"679178,6707"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"746231,14","37196,98",363803,363578,79,70,"351,392562","364,3137255","12,92116351","361,2258291",-9,"-42007,12201"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"730350,06","184354,14",363799,363579,79,70,"377,98","364,7347826","13,24521739","3027,856218",9,"360941,5246"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"746231,14","184354,14",363803,363579,79,70,"351,392562","364,7347826","13,34222063","1030,144491",-9,"-123699,7356"
Várzea,Floresta Nativa,Mariluz,Mariluz,"68941,44","184354,14",364043,363579,20,70,"335,9130435","364,7347826","28,82173913","124,1660734",50,"178934,1088"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"3153920,08","70620,23",363826,363580,79,70,"382,2908181","370,1123596","12,1784586","114,5012705",9,"12550,04084"
Várzea,Floresta Nativa,Mariluz,Mariluz,"383517,4","70620,23",364015,363580,20,70,"341,1778846","370,1123596","28,93447494","130,9254302",50,"189412,929"
Várzea,Floresta Nativa,Mariluz,Mariluz,"195433,56","10128,07",364044,363581,20,70,"341,2252964","354,3157895","13,09049303","203,0643523",50,"132910,6245"
Plantios Florestais,Floresta Nativa,Mariluz,Mariluz,"269976,5","10128,07",363931,363581,73,70,"368,0655738","354,3157895","13,7497843","488,3964477",3,"20146,03742"
Plantios Florestais,Floresta Nativa,Mariluz,Mariluz,"12629,6","38564,93",363935,363582,73,70,"396,9","397,4727273","0,572727273","139,1456419",-3,"-239,0775121"
Plantios Florestais,Floresta Nativa,Mariluz,Mariluz,"51229,18","38564,93",363933,363582,73,70,"413,7291667","397,4727273","16,25643939","168,0453042",3,"8195,454911"
Várzea,Floresta Nativa,Mariluz,Mariluz,"383517,4","79121,93",364015,363583,20,70,"341,1778846","379,3673469","38,18946232","74,47031823",50,"142199,0706"
Várzea,Floresta Nativa,Mariluz,Mariluz,"49342,82","150,67",363426,363585,20,55,"324,12","322,5","1,62","52,17441398",-35,"-2958,289273"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"3013812,47","38622,23",363838,363587,79,70,"385,6380915","393,3392857","7,70119417","987,5120345",-9,"-68445,19731"
Várzea,Floresta Nativa,Mariluz,Mariluz,"49342,82","51,84",363426,363589,20,55,"324,12",321,"3,12","39,48979251",-35,"-4312,285342"
Plantios Florestais,Floresta Nativa,Mariluz,Mariluz,"269976,5","31040,89",363931,363590,73,70,"368,0655738","375,5227273","7,457153503","121,4165672",-3,"-2716,265938"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"32746,56","31040,89",363825,363590,79,70,"366,3018868","375,5227273","9,220840481","263,0262468",-9,"-21827,90757"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"251510,19","31040,89",363831,363590,79,70,"385,5121951","375,5227273","9,989467849","396,1791703",9,"35618,57176"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"136548,94","78645,28",363833,363594,79,70,"364,494186","366,2090909","1,714904862","1047,931445",-9,"-16173,92457"
Plantios Florestais,Floresta Nativa,Mariluz,Mariluz,"16574,04","78645,28",363936,363594,73,70,"374,6896552","366,2090909","8,480564263","394,6075914",3,"10039,48511"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"3153920,08","78645,28",363826,363594,79,70,"382,2908181","366,2090909","16,08172724","788,1445499",9,"114072,5311"
Várzea,Floresta Nativa,Mariluz,Mariluz,"383517,4","78645,28",364015,363594,20,70,"341,1778846","366,2090909","25,03120629","53,29056145",50,"66696,35186"
Plantios Florestais,Floresta Nativa,Mariluz,Mariluz,"54481,13","111380,04",363940,363595,73,70,"378,2816901","366,4487179","11,83297219","608,4783322",3,"21600,32155"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"3013812,47","110857,35",363838,363596,79,70,"385,6380915","405,4418605","19,80376892","1317,932632",-9,"-234900,2997"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"584465,16","46909,97",363839,363598,79,70,"333,1126005","364,5","31,38739946","177,4318986",-9,"-50122,13292"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"645991,87","132523,79",363837,363599,79,70,"367,3035439","371,9110169","4,607473035","2282,736965",-9,"-94658,84112"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"220412,8","132523,79",363836,363599,79,70,"387,3484163","371,9110169","15,43739934","1498,842421",9,"208244,061"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"16517,96","132523,79",363834,363599,79,70,"354,7142857","371,9110169","17,19673124","523,0927156",-9,"-80959,36356"
Várzea,Floresta Nativa,Mariluz,Mariluz,"383517,4","132523,79",364015,363599,20,70,"341,1778846","371,9110169","30,73313233","97,06197289",50,"149150,9229"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"3013812,47","11251,61",363838,363600,79,70,"385,6380915","361,5","24,13809154","510,3347684",9,"110866,5662"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"3013812,47","16954,77",363838,363602,79,70,"385,6380915","368,8222222","16,81586932","760,3185243",9,"115068,7525"
Várzea,Floresta Nativa,Mariluz,Mariluz,"79661,24","10393,44",364032,363604,20,70,"335,2527473","334,2777778","0,974969475","230,9108408",-50,"-11256,55106"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"9980911,44","10393,44",363841,363604,79,70,"373,2417283","334,2777778","38,96395052","267,1593437",9,"93686,25103"
Floresta Nativa,Várzea,Mariluz,Mariluz,"327259,96","8258,16",363427,363605,70,20,"325,2746781","327,1666667","1,891988555","652,5254239",-50,"-61728,53169"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"46846,62","21086,77",363816,363606,69,55,"324,3333333","324,64","0,306666667","43,96321562",-14,"-188,7487393"
Várzea,Floresta Nativa,Mariluz,Mariluz,"259864,68","21086,77",364018,363606,20,55,"325,4342105","324,64","0,794210526","808,8561594",-35,"-22484,07265"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"322240,91","22185,57",363817,363607,79,55,"331,2020202","329,9565217","1,245498463","98,59151247",24,"2947,093854"
Várzea,Floresta Nativa,Mariluz,Mariluz,"463110,37","22185,57",364033,363607,20,55,"336,6779661","329,9565217","6,721444363","719,9345633",-35,"-169365,0039"
Floresta Nativa,Várzea,Mariluz,Mariluz,"6050434,95","71497,2",363434,363608,70,20,"345,2185075","331,2596154","13,95889208","4783,925423",50,"3338914,934"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"9980911,44","38053,55",363841,363610,79,70,"373,2417283","363,25","9,991728299","1383,395276",9,"124402,5876"
Várzea,Floresta Nativa,Mariluz,Mariluz,"79661,24","38053,55",364032,363610,20,70,"335,2527473","363,25","27,99725275","60,33070003",50,"84454,69286"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"476409,53","10023,21",363822,363611,69,55,"333,8812155","326,8181818","7,063033652","375,7905277",14,"37159,09601"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"476409,53","11904,33",363822,363618,69,55,"333,8812155","335,625","1,74378453","551,1550996",-14,"-13455,34031"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"476409,53","34814,44",363822,363621,69,55,"333,8812155","332,9473684","0,933847049","1583,55932",14,"20703,23077"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"584465,16","193144,88",363839,363623,79,55,"333,1126005","357,8648649","24,75226433","446,8527716",-24,"-265454,8301"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"9980911,44","31909,64",363841,363631,79,70,"373,2417283","358,5","14,7417283","1963,449449",9,"260501,7447"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"3153920,08","24862,43",363826,363632,79,70,"382,2908181","366,2790698","16,01174838","797,985764",9,"114994,3254"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"3153920,08","52581,5",363826,363633,79,70,"382,2908181","383,8552632","1,564445009","1300,018307",-9,"-18304,26436"
Várzea,Floresta Nativa,Mariluz,Mariluz,"195433,56","16373,46",364044,363635,20,70,"341,2252964","340,8888889","0,336407554","550,2850372",-50,"-9256,002168"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"1455123,58","10746,13",363797,363636,79,55,"337,9223744","327,3636364","10,55873807","230,0517258",24,"58297,34194"
Várzea,Floresta Nativa,Mariluz,Mariluz,"195433,56","12871,4",364044,363637,20,70,"341,2252964","339,6","1,625296443","282,2578634",-50,"-22937,63507"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"1073576,68","12871,4",363828,363637,79,70,"376,2095416","339,6","36,60954163","184,9501705",9,"60938,46869"
Várzea,Floresta Nativa,Mariluz,Mariluz,"645358,17","21517,38",364045,363638,20,70,"333,2","333,2380952","0,038095238","1160,586141",50,"2210,640263"
Várzea,Floresta Nativa,Mariluz,Mariluz,"195433,56","27386,61",364044,363640,20,70,"341,2252964","347,3333333","6,10803689","341,5931611",50,"104323,1815"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"1073576,68","27386,61",363828,363640,79,70,"376,2095416","347,3333333","28,8762083","917,5427026",9,"238456,3878"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"140109,17","60205,94",363827,363641,79,70,"338,0134228",343,"4,986577181","657,5074419",-9,"-29508,40446"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"186535,83","60205,94",363804,363641,79,70,"356,5088968",343,"13,5088968","1147,465123",9,"139508,8914"
Várzea,Floresta Nativa,Mariluz,Mariluz,"645358,17","156301,52",364045,363642,20,70,"333,2","347,8636364","14,66363636","170,248939",50,"124823,4267"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"38116,6","156301,52",363785,363642,79,70,"328,2115385","347,8636364","19,6520979","193,2321966",-9,"-34176,76241"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"140109,17","12733,8",363827,363643,79,70,"338,0134228","351,6818182","13,66839536","407,5595915",-9,"-50136,17067"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"370016,08","704106,56",363792,363644,79,70,"397,4382353","395,1687657","2,269469551","2315,431316",9,"47293,20783"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"3153920,08","704106,56",363826,363644,79,70,"382,2908181","395,1687657","12,87794759","4874,024228",-9,"-564906,8572"
Plantios Florestais,Floresta Nativa,Mariluz,Mariluz,"30504,72","704106,56",363929,363644,73,70,"378,5384615","395,1687657","16,63030421","714,5873679",-3,"-35651,41593"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"16319,75","704106,56",363791,363644,79,70,"417,9","395,1687657","22,73123426","191,54828",9,"39187,15941"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"697240,13","704106,56",363844,363644,79,70,"418,4974359","395,1687657","23,32867015","2500,070232",9,"524909,8243"
Plantios Florestais,Floresta Nativa,Mariluz,Mariluz,"62079,6","704106,56",363945,363644,73,70,"363,4888889","395,1687657","31,67987685","187,425683",-3,"-17812,86767"
Plantios Florestais,Floresta Nativa,Mariluz,Mariluz,"24416,71","704106,56",363923,363644,73,70,"431,804878","395,1687657","36,63611231","295,9968914",3,"32532,52607"
Várzea,Floresta Nativa,Mariluz,Mariluz,"135265,12","704106,56",364040,363644,20,70,"354,5","395,1687657","40,66876574","84,58306249",-50,"-171994,4377"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"73628,8","1033991,52",363809,363646,79,70,"391,9711538","388,7943089","3,176844903","1226,240209",9,"35060,17462"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"296496,29","1033991,52",363810,363646,79,70,"380,5928339","388,7943089","8,201475067","3551,799057",-9,"-262169,9227"
Várzea,Floresta Nativa,Mariluz,Mariluz,"135265,12","1033991,52",364040,363646,20,70,"354,5","388,7943089","34,29430894","2136,779719",50,"3663969,191"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"3153920,08","11971,16",363826,363647,79,70,"382,2908181","390,8","8,509181851","318,7440605",-9,"-24410,26057"
Plantios Florestais,Floresta Nativa,Mariluz,Mariluz,"43179,22","11971,16",363932,363647,73,70,"413,4117647","390,8","22,61176471","183,116303",3,"12421,74827"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"3153920,08","10585,78",363826,363648,79,70,"382,2908181","349,2307692","33,06004892","446,9690533",9,"132991,3689"
Várzea,Floresta Nativa,Mariluz,Mariluz,"135265,12","10850,02",364040,363649,20,70,"354,5","354,3","0,2","262,770327",-50,"-2627,70327"
Várzea,Floresta Nativa,Mariluz,Mariluz,"135265,12","10591,99",364040,363650,20,70,"354,5","350,8095238","3,69047619","383,2466754",-50,"-70718,13652"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"3153920,08","10591,99",363826,363650,79,70,"382,2908181","350,8095238","31,48129434","361,9720947",9,"102558,1505"
Plantios Florestais,Floresta Nativa,Mariluz,Mariluz,"260405,14","177847,7",363946,363651,73,70,"382,82","381,9963768","0,823623188","557,294533",3,"1377,0021"
Agricultura Anual,Floresta Nativa,Mariluz,Mariluz,"27898,66","177847,7",364068,363651,82,70,"384,7073171","381,9963768","2,710940261","321,9721081",12,"10474,16581"
Agricultura Anual,Floresta Nativa,Mariluz,Mariluz,"20100,58","177847,7",364065,363651,82,70,"385,5555556","381,9963768","3,559178744","270,9287555",12,"11571,40641"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"3013812,47","177847,7",363838,363651,79,70,"385,6380915","381,9963768","3,641714732","683,5052185",9,"22402,17921"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"1073576,68","177847,7",363828,363651,79,70,"376,2095416","381,9963768","5,786835184","3470,9351",-9,"-180771,5642"
Plantios Florestais,Floresta Nativa,Mariluz,Mariluz,"71881,81","177847,7",363943,363651,73,70,"374,0609756","381,9963768","7,935401202","248,8613612",-3,"-5924,444235"
Agricultura Anual,Floresta Nativa,Mariluz,Mariluz,"66357,51","177847,7",364064,363651,82,70,"402,88","381,9963768","20,88362319","421,4001097",12,"105604,3332"
Plantios Florestais,Floresta Nativa,Mariluz,Mariluz,"25784,45","177847,7",363934,363651,73,70,"403,7826087","381,9963768","21,78623188","162,7619828",3,"10637,9109"
Plantios Florestais,Floresta Nativa,Mariluz,Mariluz,"23785,25","177847,7",363948,363651,73,70,"404,6666667","381,9963768","22,67028986","178,2357637",3,"12121,96928"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"32746,56","138125,69",363825,363652,79,70,"366,3018868","360,7464115","5,555475309","520,41748",9,"26020,49815"
Plantios Florestais,Floresta Nativa,Mariluz,Mariluz,"269976,5","138125,69",363931,363652,73,70,"368,0655738","360,7464115","7,319162287","475,9457159",3,"10450,5718"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"1073576,68","138125,69",363828,363652,79,70,"376,2095416","360,7464115","15,46313014","1298,551093",9,"180716,981"
Várzea,Floresta Nativa,Mariluz,Mariluz,"195433,56","138125,69",364044,363652,20,70,"341,2252964","360,7464115","19,52111504","419,8889214",50,"409834,9969"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"1234696,79","318054,66",363856,363655,79,70,"399,5096831","398,4893617","1,020321397","1621,61161",9,"14891,08521"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"2438303,33","318054,66",363860,363655,79,70,"420,997619","398,4893617","22,50825735","4174,627996",9,"845672,4114"
Área Urbanizada,Floresta Nativa,Mariluz,Mariluz,"2593807,19","318054,66",364072,363655,86,70,"428,8465046","398,4893617","30,35714286","1,748241712",16,"849,1459742"
Várzea,Floresta Nativa,Mariluz,Mariluz,"1132871,09","318054,66",363984,363655,20,70,"366,037422","398,4893617","32,45193966","414,3634577",50,"672344,8965"
Agricultura Anual,Floresta Nativa,Mariluz,Mariluz,102600000,"1825693,76",364078,363656,82,70,"378,4341431","379,7590726","1,324929513","9113,61917",-12,"-144898,8361"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"53101,62","2907522,49",363845,363657,79,70,"381,0744681","382,1104199","1,035951822","1219,944432",-9,"-11374,23292"
Agricultura Anual,Floresta Nativa,Mariluz,Mariluz,102600000,"2907522,49",364078,363657,82,70,"378,4341431","382,1104199","3,676276839","1357,004897",-12,"-59864,7081"
Plantios Florestais,Floresta Nativa,Mariluz,Mariluz,"50747,92","2907522,49",363949,363657,73,70,"389,2151899","382,1104199","7,104769966","759,2353852",3,"16182,57829"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"24649,06","2907522,49",363795,363657,79,70,"368,7272727","382,1104199","13,38314718","893,8923154",-9,"-107667,8318"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"5387,09","2907522,49",363846,363657,79,70,"368,0833333","382,1104199","14,02708657","320,9632665",-9,"-40519,61574"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"11173,73","2907522,49",363780,363657,79,70,"396,6296296","382,1104199","14,51920972","408,9608282",9,"53440,09229"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"83242,69","2907522,49",363789,363657,79,70,"364,4150943","382,1104199","17,69532557","1304,429478",-9,"-207740,7387"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"2091239,84","2907522,49",363869,363657,79,70,"405,3040469","382,1104199","23,19362695","7941,329736",9,"1657694,154"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"19509,5","2907522,49",363779,363657,79,70,"411,9230769","382,1104199","29,81265702","446,1743718",9,"119714,7916"
Várzea,Floresta Nativa,Mariluz,Mariluz,"71948,79","2907522,49",364000,363657,20,70,"352,026087","382,1104199","30,08433295","3661,726702",50,"5508030,264"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"746231,14","2907522,49",363803,363657,79,70,"351,392562","382,1104199","30,71785792","1662,875648",-9,"-459719,8011"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"780930,85","2907522,49",363865,363657,79,70,"413,1603175","382,1104199","31,04989755","84,93745276",9,"23735,69286"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"19346,67","2907522,49",363863,363657,79,70,"414,4444444","382,1104199","32,33402454","662,8695984",9,"192899,1767"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"12943,57","2907522,49",363864,363657,79,70,"414,7368421","382,1104199","32,6264222","389,5685605",9,"114392,055"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"14104,57","2907522,49",363782,363657,79,70,"419,4814815","382,1104199","37,37106157","391,8850442",9,"131806,441"
Solo Exposto/Mineração,Floresta Nativa,Mariluz,Mariluz,"27067,6","2907522,49",364069,363657,91,70,"426,0833333","382,1104199","43,97291343","113,0509992",21,"104394,8178"
Pastagem/Campo,Floresta Nativa,Mariluz,Mariluz,"32957,1","113687,89",363788,363658,79,70,"415,3947368","404,234375","11,16036184","462,9545399",9,"46500,66164"
Várzea,Floresta Nativa,Mariluz,Mariluz,"283856,53","113687,89",364053,363658,20,70,"374,5552326","404,234375","29,67914244","49,7500616",50,"73826,95823"
