"Uso_solo","Municipio","Area_m2","Fid_1","Last_last","Cn_mancha1","Cn_mancha2","Altitude_mancha1","Altitude_mancha2","Dif_altitude","Comprimento","Dif_cn","Valoracao"
"Plantios Florestais","Alto Piquiri","111184,07","10009","10009","20","73","337,2941176","351,5071429","14,21302521","395,1901856","53","297692,9477"
"Agricultura Anual","Alto Piquiri","1584965,55","10155","10010","82","73","389,5267925","394,3797468","4,852954382","1417,740265","-9","-61922,05948"
"Plantios Florestais","Alto Piquiri","34429,85","10010","10010","82","73","389,5267925","394,3797468","4,852954382","1417,740265","-9","-61922,05948"
"Pastagem/Campo","Alto Piquiri","9737704,11","10433","10010","79","73","388,9450379","394,3797468","5,434708903","1506,404782","-6","-49121,22888"
"Plantios Florestais","Alto Piquiri","34429,85","10010","10010","79","73","388,9450379","394,3797468","5,434708903","1506,404782","-6","-49121,22888"
"Floresta Nativa","Alto Piquiri","84281,51","10560","10010","70","73","372,4554455","394,3797468","21,92430129","6,195178177","3","407,4748587"
"Plantios Florestais","Alto Piquiri","34429,85","10010","10010","70","73","372,4554455","394,3797468","21,92430129","6,195178177","3","407,4748587"
"Pastagem/Campo","Alto Piquiri","570025,68","10414","10011","52","36","409,4038462","394,147541","15,25630517","658,7528227","16","160802,1455"
"Plantios Florestais","Alto Piquiri","43392,81","10011","10011","52","36","409,4038462","394,147541","15,25630517","658,7528227","16","160802,1455"
"Agricultura Anual","Alto Piquiri","32070937,64","9941","10011","82","36","363,9671945","394,147541","30,18034647","510,1653024","-46","-708260,4167"
"Plantios Florestais","Alto Piquiri","43392,81","10011","10011","82","36","363,9671945","394,147541","30,18034647","510,1653024","-46","-708260,4167"
"Pastagem/Campo","Alto Piquiri","67300,48","10402","10012","79","73","400,8548387","394","6,85483871","623,4025751","6","25639,94462"
"Plantios Florestais","Alto Piquiri","98899,89","10012","10012","79","73","400,8548387","394","6,85483871","623,4025751","6","25639,94462"
"Pastagem/Campo","Alto Piquiri","3303813,12","10413","10012","79","73","381,2717272","394","12,72827283","235,5381509","-6","-17987,96308"
"Plantios Florestais","Alto Piquiri","98899,89","10012","10012","79","73","381,2717272","394","12,72827283","235,5381509","-6","-17987,96308"
"Agricultura Anual","Alto Piquiri","15294311,74","10152","10012","82","73","360,3640605","394","33,63593952","2203,678941","-9","-667105,3044"
"Plantios Florestais","Alto Piquiri","98899,89","10012","10012","82","73","360,3640605","394","33,63593952","2203,678941","-9","-667105,3044"
"Agricultura Anual","Alto Piquiri","15294311,74","10152","10012","82","73","360,3640605","394","33,63593952","2203,678941","-9","-667105,3044"
"Plantios Florestais","Alto Piquiri","98899,89","10012","10012","82","73","360,3640605","394","33,63593952","2203,678941","-9","-667105,3044"
"Pastagem/Campo","Alto Piquiri","385212,21","10449","10013","79","73","386,3724138","375,4666667","10,90574713","360,3469755","6","23579,11795"
"Plantios Florestais","Alto Piquiri","72483","10013","10013","79","73","386,3724138","375,4666667","10,90574713","360,3469755","6","23579,11795"
"Agricultura Anual","Alto Piquiri","15294311,74","10152","10013","82","73","360,3640605","375,4666667","15,10260619","505,7465815","-9","-68742,82308"
"Plantios Florestais","Alto Piquiri","72483","10013","10013","82","73","360,3640605","375,4666667","15,10260619","505,7465815","-9","-68742,82308"
"Floresta Nativa","Alto Piquiri","149288,83","10524","10013","70","73","342,3862434","375,4666667","33,08042328","264,9232582","3","26291,32055"
"Plantios Florestais","Alto Piquiri","72483","10013","10013","70","73","342,3862434","375,4666667","33,08042328","264,9232582","3","26291,32055"
"Agricultura Anual","Alto Piquiri","32070937,64","9941","10014","82","36","363,9671945","368,9756098","5,008415239","596,6683125","-46","-137464,6828"
"Plantios Florestais","Alto Piquiri","33749,2","10014","10014","82","36","363,9671945","368,9756098","5,008415239","596,6683125","-46","-137464,6828"
"Floresta Nativa","Alto Piquiri","225069,09","10562","10014","70","36","344,6989796","368,9756098","24,27663016","497,1503117","-34","-410350,5646"
"Plantios Florestais","Alto Piquiri","33749,2","10014","10014","70","36","344,6989796","368,9756098","24,27663016","497,1503117","-34","-410350,5646"
"Agricultura Anual","Alto Piquiri","15294311,74","10152","10015","82","73","360,3640605","373,1481481","12,78408767","206,0354708","-9","-23705,7797"
"Plantios Florestais","Alto Piquiri","15638,93","10015","10015","82","73","360,3640605","373,1481481","12,78408767","206,0354708","-9","-23705,7797"
"Pastagem/Campo","Alto Piquiri","385212,21","10449","10015","79","73","386,3724138","373,1481481","13,22426564","165,3769203","6","13121,92995"
"Plantios Florestais","Alto Piquiri","15638,93","10015","10015","79","73","386,3724138","373,1481481","13,22426564","165,3769203","6","13121,92995"
"Floresta Nativa","Alto Piquiri","149288,83","10524","10015","70","73","342,3862434","373,1481481","30,76190476","203,8992475","3","18816,9877"
"Plantios Florestais","Alto Piquiri","15638,93","10015","10015","70","73","342,3862434","373,1481481","30,76190476","203,8992475","3","18816,9877"
"Pastagem/Campo","Alto Piquiri","17719,96","10328","10016","79","73","328,4516129","331,08","2,628387097","173,0138387","-6","-2728,484048"
"Plantios Florestais","Alto Piquiri","19895,42","10016","10016","79","73","328,4516129","331,08","2,628387097","173,0138387","-6","-2728,484048"
"Floresta Nativa","Alto Piquiri","574693,13","9936","10016","70","73","349,6071429","331,08","18,52714286","231,5233383","-3","-12868,39789"
"Plantios Florestais","Alto Piquiri","19895,42","10016","10016","70","73","349,6071429","331,08","18,52714286","231,5233383","-3","-12868,39789"
"Agricultura Anual","Alto Piquiri","2181479,03","10153","10016","82","73","367,9989265","331,08","36,91892646","187,5374939","9","62313,14652"
"Plantios Florestais","Alto Piquiri","19895,42","10016","10016","82","73","367,9989265","331,08","36,91892646","187,5374939","9","62313,14652"
"Agricultura Anual","Alto Piquiri","1488432,92","10101","10017","82","73","383,1501272","384,525","1,374872774","11,35198646","-9","-140,4678341"
"Plantios Florestais","Alto Piquiri","27498,19","10017","10017","82","73","383,1501272","384,525","1,374872774","11,35198646","-9","-140,4678341"
"Pastagem/Campo","Alto Piquiri","9737704,11","10433","10017","79","73","388,9450379","384,525","4,420037932","499,8393511","6","13255,85335"
"Plantios Florestais","Alto Piquiri","27498,19","10017","10017","79","73","388,9450379","384,525","4,420037932","499,8393511","6","13255,85335"
"Várzea","Alto Piquiri","133232,71","10559","10017","20","73","374,3650794","384,525","10,15992064","80,24237126","53","43208,57455"
"Plantios Florestais","Alto Piquiri","27498,19","10017","10017","20","73","374,3650794","384,525","10,15992064","80,24237126","53","43208,57455"
"Pastagem/Campo","Alto Piquiri","101734,65","10412","10018","79","73","324,4705882","324,3235294","0,147058823","1040,272573","6","917,887561"
"Plantios Florestais","Alto Piquiri","59764,98","10018","10018","79","73","324,4705882","324,3235294","0,147058823","1040,272573","6","917,887561"
"Várzea","Alto Piquiri","699307,16","10544","10018","20","73","335,728278","324,3235294","11,40474863","58,4371914","-53","-35322,45836"
"Plantios Florestais","Alto Piquiri","59764,98","10018","10018","20","73","335,728278","324,3235294","11,40474863","58,4371914","-53","-35322,45836"
"Agricultura Anual","Alto Piquiri","13814,09","10164","10019","82","73","398,5652174","404,7894737","6,224256293","98,16418125","-9","-5498,991206"
"Plantios Florestais","Alto Piquiri","16432,11","10019","10019","82","73","398,5652174","404,7894737","6,224256293","98,16418125","-9","-5498,991206"
"Pastagem/Campo","Alto Piquiri","3303813,12","10413","10019","79","73","381,2717272","404,7894737","23,51774651","501,3161434","-6","-70738,95589"
"Plantios Florestais","Alto Piquiri","16432,11","10019","10019","79","73","381,2717272","404,7894737","23,51774651","501,3161434","-6","-70738,95589"
"Pastagem/Campo","Alto Piquiri","436176,43","10416","10020","79","73","396,2778993","380,6944444","15,5834549","399,8210277","6","37383,55772"
"Plantios Florestais","Alto Piquiri","22684,8","10020","10020","79","73","396,2778993","380,6944444","15,5834549","399,8210277","6","37383,55772"
"Agricultura Anual","Alto Piquiri","259362,34","10135","10021","82","73","341,1926606","345,9649123","4,772251731","1006,402843","-9","-43225,26938"
"Plantios Florestais","Alto Piquiri","90119,77","10021","10021","82","73","341,1926606","345,9649123","4,772251731","1006,402843","-9","-43225,26938"
"Agricultura Anual","Alto Piquiri","3160730,48","10163","10021","82","73","351,7435233","345,9649123","5,778611035","664,158206","9","34541,20744"
"Plantios Florestais","Alto Piquiri","90119,77","10021","10021","82","73","351,7435233","345,9649123","5,778611035","664,158206","9","34541,20744"
"Várzea","Alto Piquiri","3161549,63","10554","10021","20","73","323,6100552","345,9649123","22,3548571","1041,178486","53","1233596,002"
"Plantios Florestais","Alto Piquiri","90119,77","10021","10021","20","73","323,6100552","345,9649123","22,3548571","1041,178486","53","1233596,002"
"Agricultura Anual","Alto Piquiri","1747296,12","10136","10022","82","73","359,2574728","380,2783505","21,02087769","504,5625566","-9","-95457,1301"
"Plantios Florestais","Alto Piquiri","107656,78","10022","10022","82","73","359,2574728","380,2783505","21,02087769","504,5625566","-9","-95457,1301"
"Pastagem/Campo","Alto Piquiri","1247146,35","10345","10022","79","73","346,002988","380,2783505","34,27536247","866,8267464","-6","-178264,8056"
"Plantios Florestais","Alto Piquiri","107656,78","10022","10022","79","73","346,002988","380,2783505","34,27536247","866,8267464","-6","-178264,8056"
"Pastagem/Campo","Alto Piquiri","1247146,35","10345","10023","79","73","346,002988","375,8823529","29,87936489","518,2219359","-6","-92904,85391"
"Plantios Florestais","Alto Piquiri","11494,76","10023","10023","79","73","346,002988","375,8823529","29,87936489","518,2219359","-6","-92904,85391"
"Floresta Nativa","Alto Piquiri","376358,28","10545","10024","70","73","362,5044053","363,5576923","1,053287022","50,33916815","3","159,0647775"
"Plantios Florestais","Alto Piquiri","33781,91","10024","10024","70","73","362,5044053","363,5576923","1,053287022","50,33916815","3","159,0647775"
"Pastagem/Campo","Alto Piquiri","288442,53","10344","10024","79","73","365,7992958","363,5576923","2,241603467","904,0845432","6","12159,59428"
"Plantios Florestais","Alto Piquiri","33781,91","10024","10024","79","73","365,7992958","363,5576923","2,241603467","904,0845432","6","12159,59428"
"Pastagem/Campo","Alto Piquiri","3303813,12","10413","10025","79","73","381,2717272","379,2142857","2,057441459","45,12907891","6","557,1026278"
"Plantios Florestais","Alto Piquiri","18605,43","10025","10025","79","73","381,2717272","379,2142857","2,057441459","45,12907891","6","557,1026278"
"Floresta Nativa","Alto Piquiri","376358,28","10545","10025","70","73","362,5044053","379,2142857","16,70988043","630,8304503","3","31623,30419"
"Plantios Florestais","Alto Piquiri","18605,43","10025","10025","70","73","362,5044053","379,2142857","16,70988043","630,8304503","3","31623,30419"
"Agricultura Anual","Alto Piquiri","129312,75","10132","10026","82","73","378,2781955","367,7149533","10,56324222","600,6055624","9","57099,0783"
"Plantios Florestais","Alto Piquiri","186011,52","10026","10026","82","73","378,2781955","367,7149533","10,56324222","600,6055624","9","57099,0783"
"Várzea","Alto Piquiri","866854,56","10530","10026","20","73","350,5979573","367,7149533","17,11699598","322,2265754","53","292324,2028"
"Plantios Florestais","Alto Piquiri","186011,52","10026","10026","20","73","350,5979573","367,7149533","17,11699598","322,2265754","53","292324,2028"
"Pastagem/Campo","Alto Piquiri","436176,43","10416","10026","79","73","396,2778993","367,7149533","28,56294607","143,1176938","6","24527,17782"
"Plantios Florestais","Alto Piquiri","186011,52","10026","10026","79","73","396,2778993","367,7149533","28,56294607","143,1176938","6","24527,17782"
"Área Urbanizada","Alto Piquiri","223535,55","10580","10026","86","73","397,2921348","367,7149533","29,57718156","80,16485686","13","30823,65684"
"Plantios Florestais","Alto Piquiri","186011,52","10026","10026","86","73","397,2921348","367,7149533","29,57718156","80,16485686","13","30823,65684"
"Pastagem/Campo","Alto Piquiri","1857724,76","10418","10027","79","73","386,2572877","403,7931034","17,53581574","515,3779481","-6","-54225,43642"
"Plantios Florestais","Alto Piquiri","18125,29","10027","10027","79","73","386,2572877","403,7931034","17,53581574","515,3779481","-6","-54225,43642"
"Floresta Nativa","Alto Piquiri","613678,9","9848","10028","70","36","374,8592693","377,754386","2,895116682","337,5138199","-34","-33222,82428"
"Plantios Florestais","Alto Piquiri","50959,21","10028","10028","70","36","374,8592693","377,754386","2,895116682","337,5138199","-34","-33222,82428"
"Agricultura Anual","Alto Piquiri","6018581,78","10168","10028","82","36","365,4918999","377,754386","12,26248611","237,9683987","-46","-134231,8725"
"Plantios Florestais","Alto Piquiri","50959,21","10028","10028","82","36","365,4918999","377,754386","12,26248611","237,9683987","-46","-134231,8725"
"Pastagem/Campo","Alto Piquiri","547156,72","10417","10028","52","36","391,8275862","377,754386","14,07320024","729,1416081","16","164181,6937"
"Plantios Florestais","Alto Piquiri","50959,21","10028","10028","52","36","391,8275862","377,754386","14,07320024","729,1416081","16","164181,6937"
"Agricultura Anual","Alto Piquiri","19319,21","10134","10029","82","73","372,2368421","369,36","2,876842105","235,8285832","9","6105,974379"
"Plantios Florestais","Alto Piquiri","16546,73","10029","10029","82","73","372,2368421","369,36","2,876842105","235,8285832","9","6105,974379"
"Floresta Nativa","Alto Piquiri","376358,28","10545","10029","70","73","362,5044053","369,36","6,855594714","215,382846","3","4429,732501"
"Plantios Florestais","Alto Piquiri","16546,73","10029","10029","70","73","362,5044053","369,36","6,855594714","215,382846","3","4429,732501"
"Pastagem/Campo","Alto Piquiri","377688,4","10334","10029","79","73","390,5494792","369,36","21,18947917","166,8595045","6","21213,99596"
"Plantios Florestais","Alto Piquiri","16546,73","10029","10029","79","73","390,5494792","369,36","21,18947917","166,8595045","6","21213,99596"
"Pastagem/Campo","Alto Piquiri","199766,88","10415","10030","79","73","375,0183486","380,5238095","5,5054609","391,5657841","-6","-12934,50068"
"Plantios Florestais","Alto Piquiri","127445,08","10030","10030","79","73","375,0183486","380,5238095","5,5054609","391,5657841","-6","-12934,50068"
"Agricultura Anual","Alto Piquiri","158812,84","10167","10030","82","73","362,9402985","380,5238095","17,58351102","448,5656211","-9","-70986,22686"
"Plantios Florestais","Alto Piquiri","127445,08","10030","10030","82","73","362,9402985","380,5238095","17,58351102","448,5656211","-9","-70986,22686"
"Várzea","Alto Piquiri","866854,56","10530","10030","20","73","350,5979573","380,5238095","29,92585224","88,80128666","53","140845,0717"
"Plantios Florestais","Alto Piquiri","127445,08","10030","10030","20","73","350,5979573","380,5238095","29,92585224","88,80128666","53","140845,0717"
