"Uso_solo","Municipio","Area_m2","Fid_1","Last_last","Cn_mancha1","Cn_mancha2","Altitude_mancha1","Altitude_mancha2","Dif_altitude","Comprimento","Dif_cn","Valoracao"
"Agricultura Anual","Alto Piquiri","117000000","9505","10199","82","69","352,2107826","280,1612903","72,04949225","540,7351727","13","506476,0302"
"Pastagem/Campo","Alto Piquiri","14475,14","10199","10199","82","69","352,2107826","280,1612903","72,04949225","540,7351727","13","506476,0302"
"Agricultura Anual","Alto Piquiri","117000000","9505","10200","82","52","352,2107826","390,4767442","38,26596161","1169,736357","-30","-1342832,596"
"Pastagem/Campo","Alto Piquiri","102496,01","10200","10200","82","52","352,2107826","390,4767442","38,26596161","1169,736357","-30","-1342832,596"
"Floresta Nativa","Alto Piquiri","59401,49","10469","10201","30","52","372,4878049","377,6153846","5,127579737","770,6372018","22","86933,08142"
"Pastagem/Campo","Alto Piquiri","56343,67","10201","10201","30","52","372,4878049","377,6153846","5,127579737","770,6372018","22","86933,08142"
"Área Urbanizada","Alto Piquiri","64024,82","10578","10201","69","52","398,0806452","377,6153846","20,46526055","138,3787851","17","48143,28413"
"Pastagem/Campo","Alto Piquiri","56343,67","10201","10201","69","52","398,0806452","377,6153846","20,46526055","138,3787851","17","48143,28413"
"Agricultura Anual","Alto Piquiri","117000000","9505","10201","82","52","352,2107826","377,6153846","25,40460204","677,126567","-30","-516063,929"
"Pastagem/Campo","Alto Piquiri","56343,67","10201","10201","82","52","352,2107826","377,6153846","25,40460204","677,126567","-30","-516063,929"
"Agricultura Anual","Alto Piquiri","117000000","9505","10201","82","52","352,2107826","377,6153846","25,40460204","677,126567","-30","-516063,929"
"Pastagem/Campo","Alto Piquiri","56343,67","10201","10201","82","52","352,2107826","377,6153846","25,40460204","677,126567","-30","-516063,929"
"Floresta Nativa","Alto Piquiri","1333415,99","9711","10202","55","69","370,5298507","381,2462687","10,71641791","228,2483124","14","34244,06024"
"Pastagem/Campo","Alto Piquiri","192609,42","10202","10202","55","69","370,5298507","381,2462687","10,71641791","228,2483124","14","34244,06024"
"Agricultura Anual","Alto Piquiri","117000000","9505","10202","82","69","352,2107826","381,2462687","29,03548608","2283,837511","-13","-862060,3193"
"Pastagem/Campo","Alto Piquiri","192609,42","10202","10202","82","69","352,2107826","381,2462687","29,03548608","2283,837511","-13","-862060,3193"
"Floresta Nativa","Alto Piquiri","1845941,98","9710","10203","55","52","337,9273911","297,2","40,72739109","661,891247","3","80871,31102"
"Pastagem/Campo","Alto Piquiri","10482,3","10203","10203","55","52","337,9273911","297,2","40,72739109","661,891247","3","80871,31102"
"Várzea","Alto Piquiri","85430,31","10472","10204","20","52","354,8829787","357,962963","3,07998424","415,348045","32","40936,49385"
"Pastagem/Campo","Alto Piquiri","19126,61","10204","10204","20","52","354,8829787","357,962963","3,07998424","415,348045","32","40936,49385"
"Agricultura Anual","Alto Piquiri","117000000","9505","10204","82","52","352,2107826","357,962963","5,752180388","313,725147","-30","-54138,10913"
"Pastagem/Campo","Alto Piquiri","19126,61","10204","10204","82","52","352,2107826","357,962963","5,752180388","313,725147","-30","-54138,10913"
"Várzea","Alto Piquiri","85430,31","10472","10205","20","52","354,8829787","357,9259259","3,042947203","242,5172516","32","23614,95016"
"Pastagem/Campo","Alto Piquiri","18003,54","10205","10205","20","52","354,8829787","357,9259259","3,042947203","242,5172516","32","23614,95016"
"Agricultura Anual","Alto Piquiri","117000000","9505","10205","82","52","352,2107826","357,9259259","5,715143351","132,2418415","-30","-22673,43243"
"Pastagem/Campo","Alto Piquiri","18003,54","10205","10205","82","52","352,2107826","357,9259259","5,715143351","132,2418415","-30","-22673,43243"
"Floresta Nativa","Alto Piquiri","16,26","10478","10207","70","79","0","368,1111111","-368,1111111","5,329691544","9","-17657,26808"
"Pastagem/Campo","Alto Piquiri","3471,04","10207","10207","70","79","0","368,1111111","-368,1111111","5,329691544","9","-17657,26808"
"Agricultura Anual","Alto Piquiri","117000000","9505","10207","82","79","352,2107826","368,1111111","15,90032854","255,4862245","-3","-12186,94472"
"Pastagem/Campo","Alto Piquiri","3471,04","10207","10207","82","79","352,2107826","368,1111111","15,90032854","255,4862245","-3","-12186,94472"
"Floresta Nativa","Alto Piquiri","817294,97","9693","10208","70","79","320,6715758","323,6615385","2,989962615","697,7229621","9","18775,49015"
"Pastagem/Campo","Alto Piquiri","63038,69","10208","10208","70","79","320,6715758","323,6615385","2,989962615","697,7229621","9","18775,49015"
"Floresta Nativa","Alto Piquiri","89272,23","9701","10208","70","79","329,9038462","323,6615385","6,242307692","490,7656503","-9","-27571,59174"
"Pastagem/Campo","Alto Piquiri","63038,69","10208","10208","70","79","329,9038462","323,6615385","6,242307692","490,7656503","-9","-27571,59174"
"Agricultura Anual","Alto Piquiri","117000000","9505","10208","82","79","352,2107826","323,6615385","28,54924411","604,0410405","3","51734,74536"
"Pastagem/Campo","Alto Piquiri","63038,69","10208","10208","82","79","352,2107826","323,6615385","28,54924411","604,0410405","3","51734,74536"
"Floresta Nativa","Alto Piquiri","2243831,65","9800","10209","55","69","296,6035479","275,9047619","20,69878595","666,2118259","-14","-193056,8637"
"Pastagem/Campo","Alto Piquiri","12391,91","10209","10209","55","69","296,6035479","275,9047619","20,69878595","666,2118259","-14","-193056,8637"
"Várzea","Alto Piquiri","55014,06","10577","10210","20","69","277,7787611","276,7352941","1,043466944","9,448561954","-49","-483,1038413"
"Pastagem/Campo","Alto Piquiri","24420,78","10210","10210","20","69","277,7787611","276,7352941","1,043466944","9,448561954","-49","-483,1038413"
"Floresta Nativa","Alto Piquiri","2243831,65","9800","10210","55","69","296,6035479","276,7352941","19,86825374","918,2678839","-14","-255421,3104"
"Pastagem/Campo","Alto Piquiri","24420,78","10210","10210","55","69","296,6035479","276,7352941","19,86825374","918,2678839","-14","-255421,3104"
"Floresta Nativa","Alto Piquiri","2243831,65","9800","10210","55","69","296,6035479","276,7352941","19,86825374","918,2678839","-14","-255421,3104"
"Pastagem/Campo","Alto Piquiri","24420,78","10210","10210","55","69","296,6035479","276,7352941","19,86825374","918,2678839","-14","-255421,3104"
"Floresta Nativa","Alto Piquiri","89272,23","9701","10211","70","79","329,9038462","332,4117647","2,507918552","585,9951697","9","13226,65342"
"Pastagem/Campo","Alto Piquiri","63639,25","10211","10211","70","79","329,9038462","332,4117647","2,507918552","585,9951697","9","13226,65342"
"Agricultura Anual","Alto Piquiri","117000000","9505","10211","82","79","352,2107826","332,4117647","19,79901787","243,7933031","3","14480,60389"
"Pastagem/Campo","Alto Piquiri","63639,25","10211","10211","82","79","352,2107826","332,4117647","19,79901787","243,7933031","3","14480,60389"
"Agricultura Anual","Alto Piquiri","117000000","9505","10212","82","52","352,2107826","345,5178571","6,692925432","1376,93463","30","276471,6241"
"Pastagem/Campo","Alto Piquiri","84229,67","10212","10212","82","52","352,2107826","345,5178571","6,692925432","1376,93463","30","276471,6241"
"Agricultura Anual","Alto Piquiri","117000000","9505","10212","82","52","352,2107826","345,5178571","6,692925432","1376,93463","30","276471,6241"
"Pastagem/Campo","Alto Piquiri","84229,67","10212","10212","82","52","352,2107826","345,5178571","6,692925432","1376,93463","30","276471,6241"
"Floresta Nativa","Alto Piquiri","817294,97","9693","10212","70","52","320,6715758","345,5178571","24,8462813","806,3720633","-18","-360636,2481"
"Pastagem/Campo","Alto Piquiri","84229,67","10212","10212","70","52","320,6715758","345,5178571","24,8462813","806,3720633","-18","-360636,2481"
"Agricultura Anual","Alto Piquiri","117000000","9505","10213","82","52","352,2107826","401,4285714","49,21778885","520,1813131","-30","-768065,221"
"Pastagem/Campo","Alto Piquiri","15061,47","10213","10213","82","52","352,2107826","401,4285714","49,21778885","520,1813131","-30","-768065,221"
"Floresta Nativa","Alto Piquiri","2243831,65","9800","10214","55","52","296,6035479","299,6689189","3,065371064","154,3644006","-3","-1419,552501"
"Pastagem/Campo","Alto Piquiri","124128,48","10214","10214","55","52","296,6035479","299,6689189","3,065371064","154,3644006","-3","-1419,552501"
"Várzea","Alto Piquiri","55014,06","10577","10214","20","52","277,7787611","299,6689189","21,89015786","32,70656793","32","22910,46192"
"Pastagem/Campo","Alto Piquiri","124128,48","10214","10214","20","52","277,7787611","299,6689189","21,89015786","32,70656793","32","22910,46192"
"Agricultura Anual","Alto Piquiri","117000000","9505","10214","82","52","352,2107826","299,6689189","52,54186366","913,8010139","30","1440384,248"
"Pastagem/Campo","Alto Piquiri","124128,48","10214","10214","82","52","352,2107826","299,6689189","52,54186366","913,8010139","30","1440384,248"
"Agricultura Anual","Alto Piquiri","117000000","9505","10214","82","52","352,2107826","299,6689189","52,54186366","913,8010139","30","1440384,248"
"Pastagem/Campo","Alto Piquiri","124128,48","10214","10214","82","52","352,2107826","299,6689189","52,54186366","913,8010139","30","1440384,248"
"Agricultura Anual","Alto Piquiri","117000000","9505","10214","82","52","352,2107826","299,6689189","52,54186366","913,8010139","30","1440384,248"
"Pastagem/Campo","Alto Piquiri","124128,48","10214","10214","82","52","352,2107826","299,6689189","52,54186366","913,8010139","30","1440384,248"
"Floresta Nativa","Alto Piquiri","817294,97","9693","10215","70","79","320,6715758","331,88","11,20842415","343,4229683","9","34643,07264"
"Pastagem/Campo","Alto Piquiri","13342,48","10215","10215","70","79","320,6715758","331,88","11,20842415","343,4229683","9","34643,07264"
"Agricultura Anual","Alto Piquiri","117000000","9505","10215","82","79","352,2107826","331,88","20,33078258","218,2304944","3","13310,3902"
"Pastagem/Campo","Alto Piquiri","13342,48","10215","10215","82","79","352,2107826","331,88","20,33078258","218,2304944","3","13310,3902"
"Floresta Nativa","Alto Piquiri","1845941,98","9710","10216","55","69","337,9273911","341,1976744","3,270283332","798,9375927","14","36578,5321"
"Pastagem/Campo","Alto Piquiri","54735,2","10216","10216","55","69","337,9273911","341,1976744","3,270283332","798,9375927","14","36578,5321"
"Agricultura Anual","Alto Piquiri","117000000","9505","10216","82","69","352,2107826","341,1976744","11,01310816","713,9446678","13","102215,748"
"Pastagem/Campo","Alto Piquiri","54735,2","10216","10216","82","69","352,2107826","341,1976744","11,01310816","713,9446678","13","102215,748"
"Floresta Nativa","Alto Piquiri","42868,61","10482","10217","70","79","381,5306122","390,6583541","9,12774187","1786,079985","9","146725,8935"
"Pastagem/Campo","Alto Piquiri","1671036,78","10217","10217","70","79","381,5306122","390,6583541","9,12774187","1786,079985","9","146725,8935"
"Floresta Nativa","Alto Piquiri","179801,84","9699","10217","70","79","375,9226519","390,6583541","14,73570218","189,1222887","9","25081,64749"
"Pastagem/Campo","Alto Piquiri","1671036,78","10217","10217","70","79","375,9226519","390,6583541","14,73570218","189,1222887","9","25081,64749"
"Agricultura Anual","Alto Piquiri","117000000","9505","10217","82","79","352,2107826","390,6583541","38,44757154","7142,272977","-3","-823809,1537"
"Pastagem/Campo","Alto Piquiri","1671036,78","10217","10217","82","79","352,2107826","390,6583541","38,44757154","7142,272977","-3","-823809,1537"
"Agricultura Anual","Alto Piquiri","117000000","9505","10217","82","79","352,2107826","390,6583541","38,44757154","7142,272977","-3","-823809,1537"
"Pastagem/Campo","Alto Piquiri","1671036,78","10217","10217","82","79","352,2107826","390,6583541","38,44757154","7142,272977","-3","-823809,1537"
"Floresta Nativa","Alto Piquiri","3128412,92","10453","10218","55","69","274,4712955","284,4526144","9,981318918","2439,918463","14","340950,4604"
"Pastagem/Campo","Alto Piquiri","1032255,83","10218","10218","55","69","274,4712955","284,4526144","9,981318918","2439,918463","14","340950,4604"
"Floresta Nativa","Alto Piquiri","3128412,92","10453","10218","55","69","274,4712955","284,4526144","9,981318918","2439,918463","14","340950,4604"
"Pastagem/Campo","Alto Piquiri","1032255,83","10218","10218","55","69","274,4712955","284,4526144","9,981318918","2439,918463","14","340950,4604"
"Floresta Nativa","Alto Piquiri","99733,67","9687","10218","55","69","299,0327869","284,4526144","14,58017251","1598,946448","-14","-326380,8105"
"Pastagem/Campo","Alto Piquiri","1032255,83","10218","10218","55","69","299,0327869","284,4526144","14,58017251","1598,946448","-14","-326380,8105"
"Floresta Nativa","Alto Piquiri","461356,24","10456","10218","55","69","309,4054795","284,4526144","24,95286507","1373,035034","-14","-479656,2111"
"Pastagem/Campo","Alto Piquiri","1032255,83","10218","10218","55","69","309,4054795","284,4526144","24,95286507","1373,035034","-14","-479656,2111"
"Agricultura Anual","Alto Piquiri","117000000","9505","10218","82","69","352,2107826","284,4526144","67,7581682","5243,373936","13","4618658,37"
"Pastagem/Campo","Alto Piquiri","1032255,83","10218","10218","82","69","352,2107826","284,4526144","67,7581682","5243,373936","13","4618658,37"
"Agricultura Anual","Alto Piquiri","117000000","9505","10218","82","69","352,2107826","284,4526144","67,7581682","5243,373936","13","4618658,37"
"Pastagem/Campo","Alto Piquiri","1032255,83","10218","10218","82","69","352,2107826","284,4526144","67,7581682","5243,373936","13","4618658,37"
"Agricultura Anual","Alto Piquiri","117000000","9505","10218","82","69","352,2107826","284,4526144","67,7581682","5243,373936","13","4618658,37"
"Pastagem/Campo","Alto Piquiri","1032255,83","10218","10218","82","69","352,2107826","284,4526144","67,7581682","5243,373936","13","4618658,37"
"Floresta Nativa","Alto Piquiri","1333415,99","9711","10219","55","69","370,5298507","362,6621622","7,867688584","836,176952","-14","-92102,91803"
"Pastagem/Campo","Alto Piquiri","203891,99","10219","10219","55","69","370,5298507","362,6621622","7,867688584","836,176952","-14","-92102,91803"
"Agricultura Anual","Alto Piquiri","117000000","9505","10219","82","69","352,2107826","362,6621622","10,45137959","1493,216442","-13","-202880,2339"
"Pastagem/Campo","Alto Piquiri","203891,99","10219","10219","82","69","352,2107826","362,6621622","10,45137959","1493,216442","-13","-202880,2339"
"Agricultura Anual","Alto Piquiri","117000000","9505","10219","82","69","352,2107826","362,6621622","10,45137959","1493,216442","-13","-202880,2339"
"Pastagem/Campo","Alto Piquiri","203891,99","10219","10219","82","69","352,2107826","362,6621622","10,45137959","1493,216442","-13","-202880,2339"
